age,gender,spotify_usage_period,spotify_listening_device,spotify_subscription_plan,premium_sub_willingness,preffered_premium_plan,preferred_listening_content,fav_music_genre,music_time_slot,music_influencial_mood,music_lis_frequency,music_expl_method,music_recc_rating,pod_lis_frequency,fav_pod_genre,preffered_pod_format,pod_host_preference,preffered_pod_duration,pod_variety_satisfaction,age_numeric,n_listening_contexts,listening_time,skip_rate,diversity_score,usage_months,pod_frequency,streams,bot_like
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,158.4,0.6,0.167,9,0,711,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Radio",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,2,172.6,0.4,0.333,30,0,2120,0
12-20,Male,More than 2 years,"Smartphone, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Morning,Relaxation and stress relief,While Traveling,Playlists,4,Rarely,Sports,Interview,Both,Shorter,Ok,16,1,133.3,0.4,0.167,30,1,1983,0
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Afternoon,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session","recommendations, Playlists",3,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,27,2,112.1,0.6,0.333,18,0,1463,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties","Office hours, Study Hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Comedy,Conversational,Well known individuals,Shorter,Ok,27,4,225.9,0.6,0.667,9,1,1808,0
20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Radio",4,Rarely,Novels,Story telling,Both,Both,Satisfied,27,3,200.5,0.4,0.5,3,1,1204,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, leisure time","Playlists, Others",3,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Satisfied,27,2,195.8,0.6,0.333,30,1,2549,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Afternoon,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,3,Rarely,Food and cooking,Conversational,unknown Podcasters,Shorter,Ok,27,1,87.9,0.6,0.167,18,1,1275,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Uplifting and motivational,leisure time,Others,4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Satisfied,27,1,130.0,0.4,0.167,3,1,581,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time","recommendations, Playlists",3,Rarely,Unknown,Conversational,Both,Shorter,Satisfied,27,2,188.5,0.6,0.333,18,1,1849,0
20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists, Radio",5,Several times a week,Health and Fitness,Story telling,Both,Shorter,Very Satisfied,27,3,190.4,0.2,0.5,30,3,2551,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,5,Several times a week,Lifestyle and Health,Story telling,Well known individuals,Shorter,Ok,27,1,151.1,0.2,0.167,18,3,1760,0
20-35,Male,More than 2 years,Smart speakers or voice assistants,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Very Dissatisfied,27,1,163.1,0.6,0.167,30,0,2041,0
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time, ",Playlists,3,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,27,6,246.5,0.6,1.0,30,1,3271,0
20-35,Female,1 year to 2 years,"Smart speakers or voice assistants, Wearable devices",Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational",While Traveling,Others,4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,27,1,137.5,0.4,0.167,18,1,1713,0
12-20,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, Workout session, leisure time",Playlists,5,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,16,4,201.5,0.2,0.667,3,0,1260,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Afternoon,Relaxation and stress relief,Office hours,Playlists,3,Rarely,Comedy,Story telling,Both,Shorter,Ok,27,1,82.1,0.6,0.167,30,1,2273,1
20-35,Female,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rap,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","Playlists, Radio, Others",5,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,5,244.4,0.2,0.833,30,0,2955,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,"Office hours, Study Hours, While Traveling, Workout session, leisure time",Playlists,3,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Ok,27,5,245.2,0.6,0.833,3,1,1548,0
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",Others,1,Never,Unknown,Unknown,Well known individuals,Shorter,Ok,27,2,175.3,1.0,0.333,30,0,2261,1
20-35,Female,More than 2 years,Wearable devices,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Uplifting and motivational,While Traveling,Playlists,4,Never,Food and cooking,Educational,Both,Shorter,Ok,27,1,135.9,0.4,0.167,30,0,1811,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Morning,Uplifting and motivational,leisure time,"recommendations, Playlists",3,Several times a week,Lifestyle and Health,Conversational,Both,Longer,Satisfied,27,1,96.9,0.6,0.167,30,3,2081,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,While Traveling,recommendations,1,Rarely,Unknown,Educational,Unknown,Both,Ok,27,1,150.5,1.0,0.167,30,1,2161,1
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,None,Music,Electronic/Dance,Night,Social gatherings or parties,Workout session,Others,2,Never,Unknown,Unknown,Well known individuals,Shorter,Ok,27,1,145.3,0.8,0.167,18,0,1474,1
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Office hours, Study Hours, While Traveling, Workout session, leisure time","recommendations, Others",4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,5,244.6,0.4,0.833,18,0,2296,0
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time",Others,4,Rarely,Lifestyle and Health,Story telling,unknown Podcasters,Shorter,Ok,27,3,202.0,0.4,0.5,30,1,2752,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, leisure time","recommendations, Playlists, Others",4,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Ok,27,2,173.9,0.4,0.333,3,1,1172,0
12-20,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,"recommendations, Playlists, Others",3,Once a week,Health and Fitness,Conversational,Both,Shorter,Ok,16,1,157.6,0.6,0.167,30,2,2430,1
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,5,Once a week,Food and cooking,Conversational,Both,Shorter,Satisfied,27,2,174.8,0.2,0.333,3,2,1179,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"Office hours, While Traveling",Others,4,Never,Food and cooking,Conversational,Both,Shorter,Ok,27,2,177.8,0.4,0.333,3,0,1111,0
20-35,Male,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Uplifting and motivational, Social gatherings or parties",leisure time,"recommendations, Playlists",4,Never,Comedy,Story telling,Unknown,Unknown,Ok,27,1,143.0,0.4,0.167,30,0,1704,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","Study Hours, While Traveling, leisure time","recommendations, Playlists",5,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,27,3,193.2,0.2,0.5,18,0,1838,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,recommendations,3,Rarely,Comedy,Conversational,Both,Shorter,Ok,27,1,152.0,0.6,0.167,30,1,1974,0
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Sports,Story telling,Both,Shorter,Ok,27,1,98.2,0.6,0.167,18,1,1414,0
20-35,Female,1 year to 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session","recommendations, Playlists, Others",4,Rarely,Comedy,Story telling,Both,Shorter,Ok,27,2,168.6,0.4,0.333,18,1,1651,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Melody,Afternoon,Relaxation and stress relief,While Traveling,Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,95.2,0.6,0.167,3,0,515,0
20-35,Male,Less than 6 months,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties",leisure time,recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,147.3,0.6,0.167,3,0,927,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Podcast,Classical,Afternoon,Uplifting and motivational,While Traveling,"recommendations, Playlists",4,Once a week,Health and Fitness,Story telling,unknown Podcasters,Both,Ok,27,1,88.8,0.4,0.167,3,2,703,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, leisure time",Radio,3,Rarely,Unknown,Unknown,Unknown,Shorter,Ok,27,2,111.8,0.6,0.333,30,1,2286,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Night,Relaxation and stress relief,leisure time,"recommendations, Playlists",4,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,27,1,130.1,0.4,0.167,18,1,1425,0
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, While Traveling, Workout session, leisure time","recommendations, Playlists",4,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,27,4,204.5,0.4,0.667,30,1,2820,0
12-20,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Sadness or melancholy,"While Traveling, leisure time",recommendations,3,Once a week,Comedy,Story telling,unknown Podcasters,Both,Ok,16,2,157.7,0.6,0.333,18,2,1816,0
12-20,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Rap,Morning,Relaxation and stress relief,While Traveling,recommendations,5,Daily,Health and Fitness,Story telling,Both,Longer,Very Satisfied,16,1,96.7,0.2,0.167,9,4,1310,0
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Rap,Night,Social gatherings or parties,leisure time,recommendations,4,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,27,1,143.2,0.4,0.167,30,1,2261,1
20-35,Female,Less than 6 months,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Playlists,4,Once a week,Lifestyle and Health,Conversational,Well known individuals,Longer,Satisfied,27,1,157.5,0.4,0.167,3,2,1112,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Melody,Afternoon,Uplifting and motivational,Workout session,Playlists,5,Several times a week,Comedy,Story telling,Both,Both,Very Satisfied,27,1,87.2,0.2,0.167,9,3,1170,0
35-60,Male,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,Radio,5,Rarely,Comedy,Educational,Well known individuals,Shorter,Very Satisfied,47,1,152.0,0.2,0.167,9,1,1142,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session",recommendations,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,2,183.4,0.6,0.333,9,0,1044,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Morning,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists",4,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,27,2,151.3,0.4,0.333,3,0,840,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Electronic/Dance,Night,Relaxation and stress relief,"While Traveling, leisure time",recommendations,4,Rarely,Lifestyle and Health,Conversational,Well known individuals,Shorter,Very Satisfied,27,2,171.8,0.4,0.333,9,1,1435,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Lifestyle and Health,Story telling,Both,Shorter,Satisfied,27,3,208.5,0.4,0.5,9,2,1797,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Sadness or melancholy,While Traveling,recommendations,3,Rarely,Unknown,Conversational,Both,Both,Satisfied,27,1,150.9,0.6,0.167,3,1,784,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,leisure time,recommendations,1,Never,Unknown,Unknown,Unknown,Unknown,Very Dissatisfied,27,1,141.6,1.0,0.167,3,0,766,1
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Melody,Afternoon,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Playlists",3,Rarely,Unknown,Unknown,Unknown,Unknown,Ok,27,3,111.1,0.6,0.5,9,1,1446,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Once a week,Comedy,Unknown,Unknown,Both,Ok,27,1,135.2,0.6,0.167,3,2,1000,0
20-35,Male,More than 2 years,"Smartphone, Computer or laptop, Smart speakers or voice assistants",Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Radio, Others",5,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,27,2,163.6,0.2,0.333,30,1,2370,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Relaxation and stress relief,"Workout session, leisure time",Playlists,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,2,168.9,0.4,0.333,30,0,2185,0
20-35,Female,More than 2 years,Computer or laptop,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,Sadness or melancholy,"Workout session, leisure time",Others,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,2,180.5,0.4,0.333,30,0,2311,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,5,Never,Unknown,Unknown,Unknown,Unknown,Satisfied,27,1,167.2,0.2,0.167,9,0,544,0
12-20,Female,1 year to 2 years,Smartphone,Free (ad-supported),Yes,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"Study Hours, Workout session, leisure time","recommendations, Playlists",5,Never,Unknown,Unknown,Unknown,Unknown,Ok,16,3,181.2,0.2,0.5,18,0,1919,0
20-35,Male,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Playlists, Others",4,Several times a week,Lifestyle and Health,Conversational,Both,Both,Very Satisfied,27,2,176.4,0.4,0.333,18,3,1406,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Duo plan- Rs 149/month,Music,Melody,Night,Sadness or melancholy,While Traveling,"Others, Search",4,Rarely,Lifestyle and Health,Conversational,Both,Shorter,Ok,27,1,139.6,0.4,0.167,30,1,1820,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, leisure time","recommendations, Playlists, Others",5,Rarely,Food and cooking,Conversational,Both,Shorter,Satisfied,27,2,177.2,0.2,0.333,30,1,2422,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Morning,Relaxation and stress relief,Study Hours,Playlists,3,Never,Unknown,Story telling,unknown Podcasters,Shorter,Ok,27,1,118.7,0.6,0.167,30,0,2009,0
20-35,Female,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Lifestyle and Health,Story telling,Well known individuals,Both,Ok,27,3,176.7,0.4,0.5,18,1,1779,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Pop,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,recommendations,3,Rarely,Comedy,Unknown,Unknown,Shorter,Ok,27,1,159.3,0.6,0.167,3,1,662,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,"While Traveling, leisure time","recommendations, Others",3,Once a week,Sports,Unknown,Unknown,Unknown,Ok,27,2,166.4,0.6,0.333,9,2,1589,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation and stress relief,While Traveling,recommendations,3,Rarely,Sports,Educational,Both,Shorter,Satisfied,27,1,144.7,0.6,0.167,3,1,666,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Podcast,Melody,Night,Relaxation and stress relief,leisure time,recommendations,3,Several times a week,Comedy,Story telling,Well known individuals,Shorter,Ok,27,1,139.3,0.6,0.167,3,3,1265,0
20-35,Male,1 year to 2 years,Smartphone,Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational","While Traveling, leisure time",Playlists,2,Rarely,Comedy,Educational,Both,Longer,Satisfied,27,2,166.0,0.8,0.333,18,1,1732,0
20-35,Female,Less than 6 months,Smartphone,Free (ad-supported),No,None,Music,Melody,Morning,Relaxation and stress relief,leisure time,"recommendations, Playlists",3,Rarely,Unknown,Unknown,Unknown,Shorter,Ok,27,1,124.3,0.6,0.167,3,1,760,0
20-35,Female,1 year to 2 years,"Smartphone, Smart speakers or voice assistants",Free (ad-supported),No,Duo plan- Rs 149/month,Music,Melody,Afternoon,"Relaxation and stress relief, Social gatherings or parties","Office hours, While Traveling, ",recommendations,4,Several times a week,Unknown,Unknown,Unknown,Unknown,Ok,27,3,115.1,0.4,0.5,18,3,2273,0
20-35,Male,Less than 6 months,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Social gatherings or parties","While Traveling, Workout session, leisure time",recommendations,4,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,27,3,198.3,0.4,0.5,3,1,1267,0
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,Individual Plan- Rs 119/ month,Music,Pop,Morning,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time",Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,3,159.6,0.6,0.5,30,0,2269,0
20-35,Female,More than 2 years,Smartphone,Premium (paid subscription),Yes,Individual Plan- Rs 119/ month,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists, Others",4,Rarely,Lifestyle and Health,Educational,Both,Shorter,Ok,27,3,208.2,0.4,0.5,30,1,2600,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Lifestyle and Health,Conversational,Well known individuals,Both,Satisfied,27,3,191.6,0.4,0.5,30,2,2678,0
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),No,None,Music,Pop,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy","Office hours, leisure time",recommendations,4,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,2,157.7,0.4,0.333,30,0,2010,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Social gatherings or parties",leisure time,Playlists,4,Rarely,Food and cooking,Conversational,Both,Shorter,Ok,27,1,160.7,0.4,0.167,9,1,1033,0
20-35,Female,1 year to 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,4,Rarely,Lifestyle and Health,Interview,Well known individuals,Shorter,Satisfied,27,1,146.7,0.4,0.167,18,1,1382,0
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,Relaxation and stress relief,"Office hours, leisure time",Playlists,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,2,183.6,0.6,0.333,9,0,1356,0
20-35,Male,1 year to 2 years,Smartphone,Premium (paid subscription),Yes,Student Plan-Rs 59/month,Music,Rock,Morning,"Relaxation and stress relief, Uplifting and motivational","While Traveling, Workout session, leisure time",Playlists,3,Never,Unknown,Unknown,Well known individuals,Shorter,Dissatisfied,27,3,159.8,0.6,0.5,18,0,1825,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Pop,Night,"Relaxation and stress relief, Sadness or melancholy","While Traveling, Workout session, leisure time","recommendations, Playlists",4,Once a week,Comedy,Conversational,Well known individuals,Shorter,Satisfied,27,3,193.7,0.4,0.5,30,2,2645,0
20-35,Female,Less than 6 months,"Smartphone, Computer or laptop",Free (ad-supported),No,None,Music,Melody,Afternoon,Relaxation and stress relief,leisure time,Others,3,Never,Unknown,Unknown,Unknown,Unknown,Ok,27,1,93.5,0.6,0.167,3,0,521,0
20-35,Female,More than 2 years,"Smartphone, Computer or laptop",Free (ad-supported),Yes,Individual Plan- Rs 119/ month,Music,Electronic/Dance,Night,"Relaxation and stress relief, Uplifting and motivational",leisure time,recommendations,5,Rarely,Lifestyle and Health,Story telling,Well known individuals,Shorter,Satisfied,27,1,169.5,0.2,0.167,30,1,2172,1
20-35,Female,6 months to 1 year,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Melody,Night,Relaxation and stress relief,"Office hours, While Traveling, leisure time","recommendations, Others",5,Rarely,Self help,Story telling,Both,Shorter,Satisfied,27,3,215.8,0.2,0.5,9,1,1675,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Classical,Night,Relaxation and stress relief,leisure time,Others,3,Never,Unknown,Conversational,Well known individuals,Unknown,Ok,27,1,150.7,0.6,0.167,30,0,1851,0
20-35,Female,More than 2 years,"Smartphone, Smart speakers or voice assistants, Wearable devices",Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Uplifting and motivational, Sadness or melancholy, Social gatherings or parties","While Traveling, Workout session, leisure time","recommendations, Playlists",5,Rarely,Comedy,Story telling,Both,Shorter,Satisfied,27,3,196.6,0.2,0.5,30,1,2437,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),Yes,Family Plan-Rs 179/month,Music,Melody,Night,Relaxation and stress relief,leisure time,Playlists,4,Rarely,Lifestyle and Health,Educational,unknown Podcasters,Shorter,Satisfied,27,1,160.8,0.4,0.167,30,1,2288,1
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,Student Plan-Rs 59/month,Music,Melody,Night,Relaxation and stress relief,While Traveling,"recommendations, Playlists",4,Rarely,Lifestyle and Health,Interview,Both,Shorter,Ok,27,1,141.5,0.4,0.167,30,1,2021,0
20-35,Female,More than 2 years,Smartphone,Free (ad-supported),No,None,Music,Melody,Night,"Relaxation and stress relief, Sadness or melancholy",leisure time,"recommendations, Playlists",4,Rarely,Lifestyle and Health,Educational,Both,Both,Ok,27,1,153.3,0.4,0.167,30,1,1894,0
20-35,Male,More than 2 years,Smartphone,Free (ad-supported),No,Family Plan-Rs 179/month,Music,Classical,Night,Relaxation and stress relief,"Office hours, While Traveling",Playlists,4,Rarely,Comedy,Conversational,Unknown,Shorter,Ok,27,2,172.2,0.4,0.333,30,1,2411,0
